id,sku,supplier,warehouse,supply_order_id,quantity,received_date,broken_quantity,broken_date,broken_stage
1694,FAX-500,Supplier A,TX,1694,113,2025-06-29,7,2025-08-22,field
1695,RAX-500,Supplier B,NY,1695,104,2025-06-28,4,2025-09-29,assembly
1696,CAB-500,Supplier C,FL,1696,97,2025-07-24,5,2025-07-28,field
1697,ECU-500,Supplier C,FL,1697,109,2025-07-04,9,2025-10-01,assembly
1698,TIR-500,Supplier D,NY,1698,105,2025-07-04,3,2025-08-09,assembly
1699,PTO-500,Supplier C,IL,1699,94,2025-07-05,6,2025-09-23,assembly
1700,FUE-500,Supplier E,FL,1700,110,2025-07-05,7,2025-08-17,receiving
1701,ENG-100,Supplier A,CA,1701,114,2025-07-26,6,2025-09-05,field
1702,TRN-100,Supplier C,FL,1702,113,2025-08-02,7,2025-08-02,field
1703,HYD-100,Supplier C,IL,1703,121,2025-08-08,8,2025-11-25,field
1704,FAX-100,Supplier A,TX,1704,102,2025-08-17,5,2025-09-11,receiving
1705,RAX-100,Supplier B,NY,1705,111,2025-07-26,6,2025-10-22,field
1706,CAB-100,Supplier E,NY,1706,104,2025-07-29,4,2025-09-10,receiving
1707,ECU-100,Supplier C,CA,1707,114,2025-08-12,6,2025-12-05,receiving
1708,TIR-100,Supplier D,IL,1708,115,2025-08-10,3,2025-10-02,field
1709,PTO-100,Supplier D,FL,1709,105,2025-08-18,2,2025-11-15,receiving
1710,FUE-100,Supplier B,IL,1710,93,2025-07-20,3,2025-08-11,assembly
1711,ENG-200,Supplier A,TX,1711,75,2025-08-08,3,2025-09-20,receiving
1712,TRN-200,Supplier C,FL,1712,74,2025-07-27,5,2025-09-29,assembly
1713,HYD-200,Supplier A,TX,1713,72,2025-08-14,4,2025-10-31,assembly
1714,FAX-200,Supplier D,CA,1714,70,2025-07-19,2,2025-09-07,field
1715,RAX-200,Supplier B,FL,1715,75,2025-08-03,5,2025-09-05,assembly
1716,CAB-200,Supplier C,IL,1716,78,2025-08-12,7,2025-08-30,assembly
1717,ECU-200,Supplier C,NY,1717,66,2025-08-01,4,2025-09-19,assembly
1718,TIR-200,Supplier D,FL,1718,83,2025-07-26,7,2025-07-30,field
1719,PTO-200,Supplier D,NY,1719,71,2025-08-13,3,2025-08-17,assembly
1720,FUE-200,Supplier E,TX,1720,70,2025-08-23,1,2025-09-27,receiving
1721,ENG-300,Supplier B,FL,1721,110,2025-07-27,4,2025-10-22,field
1722,TRN-300,Supplier B,TX,1722,118,2025-08-05,4,2025-09-28,field
1723,HYD-300,Supplier E,IL,1723,115,2025-07-23,9,2025-09-25,field
1724,FAX-300,Supplier D,NY,1724,126,2025-07-29,5,2025-07-30,assembly
1725,RAX-300,Supplier B,IL,1725,116,2025-08-02,6,2025-11-24,assembly
1726,CAB-300,Supplier C,CA,1726,119,2025-07-23,4,2025-11-15,field
1727,ECU-300,Supplier C,CA,1727,112,2025-08-01,4,2025-08-24,assembly
1728,TIR-300,Supplier D,CA,1728,108,2025-07-24,4,2025-09-16,receiving
1729,PTO-300,Supplier D,FL,1729,105,2025-08-05,9,2025-11-20,receiving
1730,FUE-300,Supplier A,CA,1730,119,2025-08-16,3,2025-11-01,assembly
1731,ENG-400,Supplier B,NY,1731,102,2025-07-22,5,2025-11-01,assembly
1732,TRN-400,Supplier C,NY,1732,117,2025-07-23,12,2025-10-29,receiving
1733,HYD-400,Supplier E,IL,1733,118,2025-07-25,13,2025-07-30,receiving
1734,FAX-400,Supplier D,TX,1734,115,2025-08-20,4,2025-09-02,assembly
1735,RAX-400,Supplier B,CA,1735,117,2025-08-09,3,2025-08-15,receiving
1736,CAB-400,Supplier C,TX,1736,114,2025-08-20,4,2025-09-11,assembly
1737,ECU-400,Supplier E,TX,1737,115,2025-08-04,4,2025-08-26,field
1738,TIR-400,Supplier D,TX,1738,115,2025-08-03,8,2025-08-20,field
1739,PTO-400,Supplier C,FL,1739,109,2025-08-14,5,2025-12-04,assembly
1740,FUE-400,Supplier E,TX,1740,115,2025-08-02,5,2025-11-05,assembly
1741,ENG-500,Supplier A,TX,1741,98,2025-07-30,2,2025-11-04,assembly
1742,TRN-500,Supplier B,IL,1742,103,2025-08-07,3,2025-11-16,field
1743,HYD-500,Supplier A,NY,1743,113,2025-08-19,6,2025-11-29,receiving
1744,FAX-500,Supplier A,IL,1744,110,2025-07-18,5,2025-07-21,receiving
1745,RAX-500,Supplier B,CA,1745,109,2025-08-10,4,2025-09-23,assembly
1746,CAB-500,Supplier C,TX,1746,101,2025-07-24,7,2025-11-16,assembly
1747,ECU-500,Supplier A,NY,1747,113,2025-08-15,3,2025-09-05,receiving
1748,TIR-500,Supplier B,TX,1748,118,2025-07-27,5,2025-09-21,receiving
1749,PTO-500,Supplier C,TX,1749,108,2025-08-12,4,2025-10-16,receiving
1750,FUE-500,Supplier A,IL,1750,98,2025-08-04,1,2025-09-14,field
1751,ENG-100,Supplier A,IL,1751,110,2025-09-01,5,2025-11-12,assembly
1752,TRN-100,Supplier C,TX,1752,125,2025-09-19,8,2025-11-13,receiving
1753,HYD-100,Supplier E,CA,1753,104,2025-08-28,16,2025-09-09,assembly
1754,FAX-100,Supplier D,CA,1754,116,2025-09-02,7,2025-11-25,assembly
1755,RAX-100,Supplier D,CA,1755,112,2025-08-25,7,2025-10-16,receiving
1756,CAB-100,Supplier E,FL,1756,111,2025-09-01,6,2025-10-14,receiving
1757,ECU-100,Supplier A,FL,1757,102,2025-08-30,3,2025-12-03,receiving
1758,TIR-100,Supplier B,CA,1758,105,2025-08-29,7,2025-11-07,receiving
1759,PTO-100,Supplier C,FL,1759,121,2025-09-18,6,2025-09-25,receiving
1760,FUE-100,Supplier B,CA,1760,117,2025-08-31,5,2025-09-02,assembly
1761,ENG-200,Supplier D,CA,1761,164,2025-09-02,7,2025-11-29,receiving
1762,TRN-200,Supplier B,IL,1762,144,2025-08-25,9,2025-12-18,assembly
1763,HYD-200,Supplier C,CA,1763,150,2025-09-06,0,,
1764,FAX-200,Supplier A,IL,1764,155,2025-08-29,8,2025-09-04,receiving
1765,RAX-200,Supplier B,FL,1765,140,2025-09-07,5,2025-09-22,assembly
1766,CAB-200,Supplier E,NY,1766,155,2025-08-17,4,2025-12-02,receiving
1767,ECU-200,Supplier C,CA,1767,156,2025-09-13,9,2025-12-14,receiving
1768,TIR-200,Supplier B,FL,1768,159,2025-08-30,8,2025-09-08,assembly
1769,PTO-200,Supplier D,FL,1769,150,2025-09-13,6,2025-12-19,assembly
1770,FUE-200,Supplier E,NY,1770,148,2025-09-03,3,2025-12-08,field
1771,ENG-300,Supplier B,CA,1771,219,2025-08-24,18,2025-12-18,field
1772,TRN-300,Supplier C,CA,1772,195,2025-09-06,7,2025-12-26,field
1773,HYD-300,Supplier A,IL,1773,205,2025-08-22,14,2025-09-28,field
1774,FAX-300,Supplier D,TX,1774,190,2025-08-31,8,2025-09-25,assembly
1775,RAX-300,Supplier B,CA,1775,209,2025-09-04,6,2025-11-10,receiving
1776,CAB-300,Supplier C,TX,1776,202,2025-08-30,14,2025-11-06,receiving
1777,ECU-300,Supplier C,TX,1777,231,2025-09-08,8,2025-11-11,assembly
1778,TIR-300,Supplier D,FL,1778,202,2025-08-31,13,2025-10-10,assembly
1779,PTO-300,Supplier D,NY,1779,207,2025-09-01,11,2025-10-09,assembly
1780,FUE-300,Supplier E,IL,1780,189,2025-09-04,10,2025-11-29,receiving
1781,ENG-400,Supplier A,IL,1781,156,2025-09-02,6,2025-12-25,assembly
1782,TRN-400,Supplier C,NY,1782,145,2025-09-01,7,2025-11-25,field
1783,HYD-400,Supplier C,TX,1783,145,2025-09-09,6,2025-12-10,assembly
1784,FAX-400,Supplier A,IL,1784,157,2025-08-26,8,2025-12-02,field
1785,RAX-400,Supplier B,IL,1785,138,2025-09-04,9,2025-11-05,assembly
1786,CAB-400,Supplier C,FL,1786,161,2025-09-07,7,2025-11-09,field
1787,ECU-400,Supplier A,CA,1787,146,2025-08-27,6,2025-09-07,assembly
1788,TIR-400,Supplier B,IL,1788,168,2025-09-05,6,2025-12-24,receiving
1789,PTO-400,Supplier C,NY,1789,154,2025-09-07,8,2025-12-11,receiving
1790,FUE-400,Supplier E,NY,1790,161,2025-09-01,6,2025-09-30,assembly
1791,ENG-500,Supplier A,FL,1791,142,2025-09-07,6,2026-01-03,receiving
1792,TRN-500,Supplier C,TX,1792,137,2025-09-11,6,2025-09-25,assembly
1793,HYD-500,Supplier C,FL,1793,152,2025-08-28,8,2025-11-22,assembly
1794,FAX-500,Supplier A,TX,1794,144,2025-09-11,6,2025-10-23,assembly
1795,RAX-500,Supplier D,CA,1795,149,2025-09-20,3,2026-01-09,field
1796,CAB-500,Supplier E,NY,1796,145,2025-08-23,7,2025-12-15,field
1797,ECU-500,Supplier C,FL,1797,143,2025-09-02,9,2025-11-29,receiving
1798,TIR-500,Supplier B,IL,1798,143,2025-09-01,7,2025-10-20,field
1799,PTO-500,Supplier D,NY,1799,154,2025-08-27,7,2025-12-23,assembly
1800,FUE-500,Supplier E,CA,1800,138,2025-08-23,7,2025-11-20,receiving
1801,ENG-100,Supplier A,IL,1801,160,2025-10-10,10,2026-01-06,assembly
1802,TRN-100,Supplier B,FL,1802,188,2025-09-26,8,2026-01-23,field
1803,HYD-100,Supplier E,CA,1803,181,2025-10-07,21,2026-02-04,receiving
1804,FAX-100,Supplier D,CA,1804,178,2025-10-10,12,2025-12-19,assembly
1805,RAX-100,Supplier D,IL,1805,165,2025-10-18,7,2025-12-06,receiving
1806,CAB-100,Supplier E,CA,1806,188,2025-09-20,13,2025-11-06,assembly
1807,ECU-100,Supplier A,FL,1807,175,2025-10-03,6,2025-12-26,assembly
1808,TIR-100,Supplier D,FL,1808,174,2025-10-20,6,2026-01-27,receiving
1809,PTO-100,Supplier C,TX,1809,171,2025-10-12,10,2025-11-16,assembly
1810,FUE-100,Supplier A,TX,1810,160,2025-09-21,8,2025-10-21,assembly
1811,ENG-200,Supplier A,TX,1811,207,2025-10-08,11,2025-10-11,field
1812,TRN-200,Supplier E,TX,1812,218,2025-10-04,9,2025-11-15,receiving
1813,HYD-200,Supplier C,FL,1813,225,2025-10-13,9,2025-10-26,assembly
1814,FAX-200,Supplier A,IL,1814,214,2025-10-08,8,2025-10-22,assembly
1815,RAX-200,Supplier D,NY,1815,216,2025-09-27,15,2025-12-18,assembly
1816,CAB-200,Supplier C,IL,1816,192,2025-10-07,7,2026-01-20,assembly
1817,ECU-200,Supplier A,NY,1817,209,2025-10-19,10,2025-11-15,receiving
1818,TIR-200,Supplier B,TX,1818,193,2025-09-28,3,2025-11-27,assembly
1819,PTO-200,Supplier D,IL,1819,190,2025-10-13,9,2025-10-14,receiving
1820,FUE-200,Supplier E,FL,1820,232,2025-10-13,9,2025-10-25,field
1821,ENG-300,Supplier B,IL,1821,182,2025-09-21,12,2025-12-28,assembly
1822,TRN-300,Supplier B,FL,1822,190,2025-10-09,10,2025-10-13,assembly
1823,HYD-300,Supplier C,CA,1823,185,2025-10-02,9,2025-10-24,receiving
1824,FAX-300,Supplier A,CA,1824,196,2025-10-08,14,2025-11-17,field
1825,RAX-300,Supplier D,CA,1825,187,2025-10-11,13,2025-10-28,receiving
1826,CAB-300,Supplier C,NY,1826,197,2025-09-27,9,2025-11-28,assembly
1827,ECU-300,Supplier C,FL,1827,183,2025-10-01,11,2026-01-22,field
1828,TIR-300,Supplier B,CA,1828,182,2025-09-22,5,2025-12-14,field
1829,PTO-300,Supplier C,FL,1829,179,2025-10-10,6,2025-11-13,receiving
1830,FUE-300,Supplier E,IL,1830,197,2025-10-07,3,2025-11-20,receiving
1831,ENG-400,Supplier A,CA,1831,210,2025-10-09,13,2026-01-22,assembly
1832,TRN-400,Supplier E,IL,1832,209,2025-09-27,16,2025-11-23,receiving
1833,HYD-400,Supplier C,IL,1833,209,2025-10-05,6,2025-11-06,receiving
1834,FAX-400,Supplier D,FL,1834,209,2025-10-17,18,2026-01-26,field
1835,RAX-400,Supplier B,TX,1835,221,2025-10-03,8,2025-11-16,field
1836,CAB-400,Supplier C,TX,1836,211,2025-10-02,18,2025-10-14,assembly
1837,ECU-400,Supplier E,TX,1837,208,2025-09-20,4,2025-09-21,receiving
1838,TIR-400,Supplier D,CA,1838,219,2025-09-28,11,2025-11-11,receiving
1839,PTO-400,Supplier C,TX,1839,191,2025-10-24,14,2025-11-13,receiving
1840,FUE-400,Supplier E,FL,1840,224,2025-10-03,12,2026-01-04,assembly
1841,ENG-500,Supplier A,TX,1841,137,2025-09-29,6,2025-11-14,assembly
1842,TRN-500,Supplier B,IL,1842,138,2025-10-11,5,2025-12-12,assembly
1843,HYD-500,Supplier E,IL,1843,114,2025-10-16,14,2025-10-25,field
1844,FAX-500,Supplier D,TX,1844,122,2025-09-22,10,2025-11-20,field
1845,RAX-500,Supplier D,IL,1845,126,2025-10-15,5,2025-12-30,receiving
1846,CAB-500,Supplier E,NY,1846,134,2025-10-01,7,2025-12-15,field
1847,ECU-500,Supplier A,CA,1847,115,2025-10-19,6,2025-11-25,receiving
1848,TIR-500,Supplier D,CA,1848,129,2025-10-13,10,2025-10-24,field
1849,PTO-500,Supplier D,FL,1849,144,2025-10-05,9,2025-11-20,field
1850,FUE-500,Supplier E,IL,1850,129,2025-10-03,5,2026-01-06,field
1851,ENG-100,Supplier A,NY,1851,95,2025-11-15,4,2026-02-25,assembly
1852,TRN-100,Supplier B,TX,1852,108,2025-11-01,2,2026-01-03,assembly
1853,HYD-100,Supplier C,IL,1853,104,2025-11-17,1,2025-12-13,assembly
1854,FAX-100,Supplier D,NY,1854,115,2025-10-18,4,2025-10-28,assembly
1855,RAX-100,Supplier D,TX,1855,106,2025-11-02,5,2026-02-23,assembly
1856,CAB-100,Supplier E,FL,1856,106,2025-11-05,7,2025-12-15,field
1857,ECU-100,Supplier E,NY,1857,115,2025-11-18,4,2026-01-28,assembly
1858,TIR-100,Supplier B,TX,1858,102,2025-11-10,9,2026-02-01,assembly
1859,PTO-100,Supplier C,NY,1859,108,2025-11-10,4,2026-01-30,receiving
1860,FUE-100,Supplier E,NY,1860,106,2025-11-08,4,2025-11-19,assembly
1861,ENG-200,Supplier A,NY,1861,124,2025-10-23,9,2026-02-05,receiving
1862,TRN-200,Supplier C,TX,1862,102,2025-11-15,2,2025-11-17,receiving
1863,HYD-200,Supplier C,IL,1863,114,2025-11-09,6,2026-02-24,assembly
1864,FAX-200,Supplier A,TX,1864,112,2025-11-12,10,2025-12-05,receiving
1865,RAX-200,Supplier D,NY,1865,107,2025-11-01,4,2026-01-26,field
1866,CAB-200,Supplier C,TX,1866,109,2025-11-12,4,2026-03-07,receiving
1867,ECU-200,Supplier A,CA,1867,109,2025-11-01,6,2025-12-09,receiving
1868,TIR-200,Supplier B,TX,1868,103,2025-10-29,7,2026-02-10,field
1869,PTO-200,Supplier D,IL,1869,103,2025-11-19,5,2026-01-15,assembly
1870,FUE-200,Supplier E,NY,1870,118,2025-11-03,6,2026-01-20,receiving
1871,ENG-300,Supplier A,TX,1871,136,2025-11-22,11,2025-12-19,field
1872,TRN-300,Supplier B,CA,1872,127,2025-11-02,7,2026-01-05,assembly
1873,HYD-300,Supplier C,IL,1873,116,2025-10-25,7,2025-11-14,receiving
1874,FAX-300,Supplier D,IL,1874,138,2025-11-08,11,2025-12-22,assembly
1875,RAX-300,Supplier B,NY,1875,125,2025-10-28,6,2026-02-24,receiving
1876,CAB-300,Supplier E,NY,1876,125,2025-11-10,7,2026-01-16,receiving
1877,ECU-300,Supplier E,FL,1877,125,2025-11-08,8,2025-12-26,assembly
1878,TIR-300,Supplier B,TX,1878,133,2025-10-24,2,2025-11-23,receiving
1879,PTO-300,Supplier C,FL,1879,131,2025-11-01,7,2026-02-03,receiving
1880,FUE-300,Supplier A,NY,1880,130,2025-11-23,4,2025-12-26,field
1881,ENG-400,Supplier A,CA,1881,117,2025-11-22,4,2026-03-15,field
1882,TRN-400,Supplier B,FL,1882,105,2025-10-26,12,2025-11-29,assembly
1883,HYD-400,Supplier A,NY,1883,116,2025-10-26,7,2025-12-17,assembly
1884,FAX-400,Supplier A,FL,1884,102,2025-11-15,4,2026-01-19,field
1885,RAX-400,Supplier B,NY,1885,103,2025-10-23,7,2026-01-09,receiving
1886,CAB-400,Supplier E,CA,1886,104,2025-11-16,7,2026-01-13,field
1887,ECU-400,Supplier C,FL,1887,107,2025-10-30,9,2026-02-08,field
1888,TIR-400,Supplier B,NY,1888,107,2025-11-06,1,2026-01-24,field
1889,PTO-400,Supplier D,FL,1889,105,2025-11-20,5,2025-12-04,receiving
1890,FUE-400,Supplier A,NY,1890,99,2025-10-28,6,2025-11-16,receiving
1891,ENG-500,Supplier A,FL,1891,120,2025-11-08,4,2025-11-10,field
1892,TRN-500,Supplier C,NY,1892,119,2025-11-17,7,2026-02-19,assembly
1893,HYD-500,Supplier C,FL,1893,116,2025-10-26,9,2026-02-08,field
1894,FAX-500,Supplier D,FL,1894,120,2025-11-10,2,2025-12-16,assembly
1895,RAX-500,Supplier D,TX,1895,112,2025-10-30,4,2026-02-10,assembly
1896,CAB-500,Supplier E,TX,1896,117,2025-10-17,3,2025-11-10,assembly
1897,ECU-500,Supplier E,FL,1897,105,2025-10-22,4,2026-02-07,field
1898,TIR-500,Supplier B,FL,1898,119,2025-10-24,11,2025-11-01,assembly
1899,PTO-500,Supplier C,FL,1899,127,2025-11-11,5,2026-03-10,assembly
1900,FUE-500,Supplier A,CA,1900,103,2025-11-02,6,2025-11-10,assembly
1901,ENG-100,Supplier A,IL,1901,88,2025-12-08,2,2026-03-10,assembly
1902,TRN-100,Supplier B,CA,1902,97,2025-12-11,8,2026-01-18,receiving
1903,HYD-100,Supplier C,IL,1903,95,2025-11-25,3,2025-12-12,receiving
1904,FAX-100,Supplier A,FL,1904,86,2025-12-08,5,2025-12-27,receiving
1905,RAX-100,Supplier D,FL,1905,87,2025-12-14,0,,
1906,CAB-100,Supplier C,IL,1906,98,2025-11-28,2,2025-12-11,assembly
1907,ECU-100,Supplier A,NY,1907,91,2025-12-07,7,2025-12-25,assembly
1908,TIR-100,Supplier D,CA,1908,86,2025-12-04,9,2025-12-15,assembly
1909,PTO-100,Supplier C,FL,1909,83,2025-12-15,7,2026-03-15,receiving
1910,FUE-100,Supplier A,CA,1910,92,2025-12-08,5,2026-03-24,receiving
1911,ENG-200,Supplier B,IL,1911,110,2025-11-21,4,2026-03-17,receiving
1912,TRN-200,Supplier B,FL,1912,115,2025-12-03,8,2026-03-10,receiving
1913,HYD-200,Supplier C,NY,1913,126,2025-11-27,6,2026-02-22,receiving
1914,FAX-200,Supplier A,IL,1914,111,2025-12-16,4,2026-01-07,assembly
1915,RAX-200,Supplier D,NY,1915,123,2025-12-04,1,2026-01-17,assembly
1916,CAB-200,Supplier E,TX,1916,104,2025-11-25,6,2025-12-02,assembly
1917,ECU-200,Supplier A,CA,1917,122,2025-11-28,9,2025-12-13,field
1918,TIR-200,Supplier B,IL,1918,124,2025-11-25,3,2026-02-01,field
1919,PTO-200,Supplier D,CA,1919,100,2025-12-09,4,2026-01-09,field
1920,FUE-200,Supplier A,TX,1920,115,2025-12-01,10,2026-01-08,receiving
1921,ENG-300,Supplier A,FL,1921,114,2025-11-23,4,2026-02-02,field
1922,TRN-300,Supplier B,NY,1922,114,2025-11-27,7,2025-12-29,assembly
1923,HYD-300,Supplier C,NY,1923,112,2025-11-25,5,2025-12-09,receiving
1924,FAX-300,Supplier D,TX,1924,109,2025-12-02,5,2026-03-12,assembly
1925,RAX-300,Supplier B,CA,1925,109,2025-11-29,7,2026-01-20,assembly
1926,CAB-300,Supplier C,CA,1926,112,2025-11-28,2,2025-12-26,field
1927,ECU-300,Supplier A,NY,1927,117,2025-12-21,6,2026-02-25,field
1928,TIR-300,Supplier D,NY,1928,109,2025-12-14,0,,
1929,PTO-300,Supplier C,IL,1929,98,2025-11-28,7,2025-12-28,assembly
1930,FUE-300,Supplier E,TX,1930,119,2025-11-30,9,2026-03-28,assembly
1931,ENG-400,Supplier B,IL,1931,112,2025-12-04,6,2026-03-28,field
1932,TRN-400,Supplier B,TX,1932,110,2025-12-02,10,2026-03-10,field
1933,HYD-400,Supplier C,IL,1933,97,2025-11-22,7,2025-12-21,assembly
1934,FAX-400,Supplier D,IL,1934,99,2025-12-20,7,2025-12-23,field
1935,RAX-400,Supplier B,CA,1935,101,2025-11-26,2,2026-02-24,assembly
1936,CAB-400,Supplier C,CA,1936,101,2025-11-28,6,2026-03-15,assembly
1937,ECU-400,Supplier A,NY,1937,92,2025-12-05,3,2025-12-23,assembly
1938,TIR-400,Supplier B,NY,1938,101,2025-12-08,1,2026-03-09,assembly
1939,PTO-400,Supplier C,CA,1939,104,2025-11-27,2,2025-11-30,assembly
1940,FUE-400,Supplier E,FL,1940,110,2025-12-14,7,2026-01-15,field
1941,ENG-500,Supplier A,IL,1941,117,2025-12-12,5,2025-12-13,assembly
1942,TRN-500,Supplier C,TX,1942,116,2025-12-18,5,2026-03-23,field
1943,HYD-500,Supplier C,NY,1943,114,2025-12-11,0,,
1944,FAX-500,Supplier D,NY,1944,117,2025-11-26,6,2025-12-31,field
1945,RAX-500,Supplier D,NY,1945,137,2026-01-06,8,2026-04-29,field
1946,CAB-500,Supplier C,TX,1946,115,2025-11-30,5,2026-02-11,field
1947,ECU-500,Supplier C,NY,1947,111,2025-12-20,4,2026-03-05,receiving
1948,TIR-500,Supplier D,NY,1948,127,2025-11-16,2,2026-03-01,field
1949,PTO-500,Supplier D,TX,1949,110,2026-01-01,4,2026-04-15,assembly
1950,FUE-500,Supplier E,NY,1950,113,2025-11-25,5,2025-12-29,assembly
1951,ENG-100,Supplier A,CA,1951,154,2026-01-23,12,2026-03-13,receiving
1952,TRN-100,Supplier C,IL,1952,138,2026-01-12,8,2026-04-20,assembly
1953,HYD-100,Supplier E,NY,1953,142,2026-01-08,20,2026-03-26,receiving
1954,FAX-100,Supplier D,NY,1954,139,2025-12-20,7,2026-03-04,receiving
1955,RAX-100,Supplier B,TX,1955,138,2025-12-31,7,2026-01-30,receiving
1956,CAB-100,Supplier C,NY,1956,148,2026-01-20,11,2026-04-30,field
1957,ECU-100,Supplier C,NY,1957,133,2026-01-15,3,2026-02-06,assembly
1958,TIR-100,Supplier B,CA,1958,139,2026-01-13,7,2026-04-06,receiving
1959,PTO-100,Supplier D,FL,1959,128,2026-01-22,5,2026-04-21,field
1960,FUE-100,Supplier E,IL,1960,148,2026-01-07,3,2026-01-21,receiving
1961,ENG-200,Supplier A,IL,1961,102,2026-01-15,3,2026-02-27,assembly
1962,TRN-200,Supplier B,FL,1962,102,2026-01-10,4,2026-02-22,assembly
1963,HYD-200,Supplier A,TX,1963,101,2025-12-30,6,2026-04-06,assembly
1964,FAX-200,Supplier D,FL,1964,110,2026-01-14,7,2026-04-08,assembly
1965,RAX-200,Supplier D,IL,1965,103,2025-12-23,4,2026-03-31,field
1966,CAB-200,Supplier E,FL,1966,115,2026-01-10,3,2026-02-07,field
1967,ECU-200,Supplier A,NY,1967,103,2026-01-05,4,2026-03-30,assembly
1968,TIR-200,Supplier B,NY,1968,96,2026-01-11,1,2026-03-13,assembly
1969,PTO-200,Supplier C,NY,1969,109,2026-01-02,1,2026-03-24,receiving
1970,FUE-200,Supplier E,IL,1970,110,2026-01-07,4,2026-04-10,assembly
1971,ENG-300,Supplier B,NY,1971,87,2026-01-10,4,2026-03-25,receiving
1972,TRN-300,Supplier B,IL,1972,96,2025-12-30,6,2026-02-03,field
1973,HYD-300,Supplier C,NY,1973,79,2026-01-01,3,2026-03-30,receiving
1974,FAX-300,Supplier D,TX,1974,82,2025-12-24,5,2026-01-19,assembly
1975,RAX-300,Supplier B,FL,1975,77,2025-12-27,1,2026-03-03,receiving
1976,CAB-300,Supplier E,NY,1976,91,2026-01-09,11,2026-02-01,assembly
1977,ECU-300,Supplier A,TX,1977,81,2026-01-04,3,2026-01-05,assembly
1978,TIR-300,Supplier D,NY,1978,86,2026-02-03,3,2026-03-05,assembly
1979,PTO-300,Supplier C,FL,1979,90,2026-01-19,10,2026-01-25,receiving
1980,FUE-300,Supplier E,IL,1980,83,2026-01-19,6,2026-02-19,field
1981,ENG-400,Supplier D,IL,1981,110,2026-02-01,5,2026-03-31,receiving
1982,TRN-400,Supplier B,CA,1982,111,2025-12-25,8,2026-01-22,field
1983,HYD-400,Supplier A,NY,1983,104,2026-01-11,2,2026-02-02,assembly
1984,FAX-400,Supplier A,FL,1984,101,2026-01-19,1,2026-05-08,assembly
1985,RAX-400,Supplier D,CA,1985,124,2026-01-27,6,2026-04-12,field
1986,CAB-400,Supplier C,TX,1986,101,2026-01-24,5,2026-04-28,field
1987,ECU-400,Supplier A,FL,1987,112,2026-01-06,10,2026-03-14,assembly
1988,TIR-400,Supplier D,NY,1988,113,2025-12-26,10,2026-01-12,assembly
1989,PTO-400,Supplier C,CA,1989,105,2026-01-16,6,2026-05-10,assembly
1990,FUE-400,Supplier E,CA,1990,117,2026-01-02,6,2026-03-24,field
1991,ENG-500,Supplier B,FL,1991,119,2025-12-26,7,2026-01-11,field
1992,TRN-500,Supplier C,FL,1992,111,2026-01-08,9,2026-04-19,assembly
1993,HYD-500,Supplier C,NY,1993,112,2026-01-17,11,2026-01-23,field
1994,FAX-500,Supplier D,TX,1994,107,2025-12-20,8,2026-03-30,assembly
1995,RAX-500,Supplier D,NY,1995,114,2025-12-27,7,2026-01-21,receiving
1996,CAB-500,Supplier C,TX,1996,117,2025-12-31,8,2026-02-19,field
1997,ECU-500,Supplier A,IL,1997,121,2026-01-13,5,2026-04-17,receiving
1998,TIR-500,Supplier B,NY,1998,115,2025-12-30,7,2026-01-19,field
1999,PTO-500,Supplier C,TX,1999,114,2026-01-04,3,2026-04-02,receiving
2000,FUE-500,Supplier A,NY,2000,114,2026-01-14,4,2026-03-14,assembly
2001,ENG-100,Supplier B,TX,2001,133,2026-01-30,6,2026-03-14,field
2002,TRN-100,Supplier B,CA,2002,133,2026-01-26,6,2026-03-09,assembly
2003,HYD-100,Supplier E,NY,2003,135,2026-02-04,14,2026-03-04,field
2004,FAX-100,Supplier A,IL,2004,130,2026-01-24,5,2026-02-04,assembly
2005,RAX-100,Supplier B,TX,2005,141,2026-01-23,10,2026-01-29,assembly
2006,CAB-100,Supplier C,CA,2006,150,2026-02-11,7,2026-04-10,assembly
2007,ECU-100,Supplier A,FL,2007,138,2026-02-11,13,2026-03-25,receiving
2008,TIR-100,Supplier B,FL,2008,151,2026-02-11,9,2026-05-04,assembly
2009,PTO-100,Supplier D,TX,2009,125,2026-02-16,5,2026-04-05,receiving
2010,FUE-100,Supplier E,CA,2010,135,2026-02-16,3,2026-04-29,field
2011,ENG-200,Supplier A,CA,2011,136,2026-01-21,8,2026-05-07,field
2012,TRN-200,Supplier B,TX,2012,140,2026-01-27,8,2026-02-02,assembly
2013,HYD-200,Supplier E,NY,2013,151,2026-02-07,25,2026-03-12,assembly
2014,FAX-200,Supplier A,CA,2014,140,2026-02-11,14,2026-04-06,field
2015,RAX-200,Supplier D,NY,2015,151,2026-02-13,8,2026-06-05,field
2016,CAB-200,Supplier C,TX,2016,149,2026-02-15,9,2026-06-12,field
2017,ECU-200,Supplier A,NY,2017,143,2026-02-22,2,2026-04-18,receiving
2018,TIR-200,Supplier D,NY,2018,136,2026-01-26,6,2026-02-13,assembly
2019,PTO-200,Supplier C,NY,2019,149,2026-02-14,9,2026-04-18,receiving
2020,FUE-200,Supplier B,FL,2020,155,2026-02-01,11,2026-05-30,assembly
2021,ENG-300,Supplier A,CA,2021,90,2026-02-23,5,2026-03-25,receiving
2022,TRN-300,Supplier C,IL,2022,91,2026-02-14,1,2026-03-19,assembly
