id,sku,supplier,warehouse,quantity,unit_price,date_ordered,promised_date,fulfilled_date,status
862,TRN-200,Supplier C,FL,174,5742,2024-01-19,2024-02-21,2024-03-11,fulfilled
863,HYD-200,Supplier C,NY,155,2009.7,2024-01-28,2024-02-18,2024-03-15,fulfilled
864,FAX-200,Supplier D,FL,162,2204,2024-01-24,2024-02-18,2024-02-28,fulfilled
865,RAX-200,Supplier B,CA,162,3103,2024-01-22,2024-02-19,2024-03-04,fulfilled
866,CAB-200,Supplier E,TX,158,3938.2,2024-01-22,2024-02-19,2024-03-02,fulfilled
867,ECU-200,Supplier C,IL,158,861.3,2024-01-28,2024-02-18,2024-03-10,fulfilled
868,TIR-200,Supplier B,IL,150,1551.5,2024-02-06,2024-02-20,2024-03-07,fulfilled
869,PTO-200,Supplier C,CA,155,1148.4,2024-01-27,2024-02-17,2024-03-07,fulfilled
870,FUE-200,Supplier A,FL,145,696,2024-02-06,2024-02-25,2024-03-21,fulfilled
871,ENG-300,Supplier A,FL,169,23200,2024-01-18,2024-02-22,2024-03-09,fulfilled
872,TRN-300,Supplier B,CA,193,15515,2024-01-16,2024-02-15,2024-03-01,fulfilled
873,HYD-300,Supplier C,CA,179,5024.25,2024-02-01,2024-02-22,2024-02-29,fulfilled
874,FAX-300,Supplier A,CA,190,5800,2024-01-21,2024-02-18,2024-02-26,fulfilled
875,RAX-300,Supplier D,NY,166,6887.5,2024-01-23,2024-02-17,2024-03-08,fulfilled
876,CAB-300,Supplier E,FL,201,9845.5,2024-01-20,2024-02-17,2024-03-05,fulfilled
877,ECU-300,Supplier C,FL,181,2153.25,2024-02-02,2024-02-23,2024-02-24,fulfilled
878,TIR-300,Supplier B,CA,191,3878.75,2024-02-07,2024-02-21,2024-02-23,fulfilled
879,PTO-300,Supplier C,CA,182,2871,2024-01-31,2024-02-21,2024-03-10,fulfilled
880,FUE-300,Supplier E,NY,190,1687.8,2024-02-07,2024-02-23,2024-03-02,fulfilled
881,ENG-400,Supplier A,NY,159,42400,2024-01-15,2024-02-19,2024-02-25,fulfilled
882,TRN-400,Supplier B,TX,151,28355,2024-01-25,2024-02-24,2024-03-05,fulfilled
883,HYD-400,Supplier C,CA,146,9182.25,2024-01-25,2024-02-15,2024-02-24,fulfilled
884,FAX-400,Supplier D,IL,177,10070,2024-01-21,2024-02-15,2024-02-19,fulfilled
885,RAX-400,Supplier D,CA,149,12587.5,2024-01-26,2024-02-20,2024-02-21,fulfilled
886,CAB-400,Supplier C,TX,145,18364.5,2024-01-17,2024-02-17,2024-02-17,fulfilled
887,ECU-400,Supplier C,NY,170,3935.25,2024-01-26,2024-02-16,2024-03-05,fulfilled
888,TIR-400,Supplier D,TX,151,6293.75,2024-01-30,2024-02-16,2024-03-02,fulfilled
889,PTO-400,Supplier D,CA,141,5035,2024-01-26,2024-02-19,2024-03-07,fulfilled
890,FUE-400,Supplier E,IL,156,3084.6,2024-02-07,2024-02-23,2024-03-18,fulfilled
891,ENG-500,Supplier A,NY,190,76800,2024-01-12,2024-02-16,2024-03-03,fulfilled
892,TRN-500,Supplier B,TX,192,51360,2024-01-20,2024-02-19,2024-02-22,fulfilled
893,HYD-500,Supplier C,FL,190,16632,2024-01-25,2024-02-15,2024-03-07,fulfilled
894,FAX-500,Supplier D,NY,191,18240,2024-01-28,2024-02-22,2024-02-22,fulfilled
895,RAX-500,Supplier B,TX,201,25680,2024-01-23,2024-02-20,2024-03-05,fulfilled
896,CAB-500,Supplier C,FL,179,33264,2024-01-17,2024-02-17,2024-03-17,fulfilled
897,ECU-500,Supplier A,IL,194,7200,2024-02-06,2024-02-24,2024-02-24,fulfilled
898,TIR-500,Supplier D,FL,192,11400,2024-02-05,2024-02-22,2024-03-11,fulfilled
899,PTO-500,Supplier C,IL,200,9504,2024-01-29,2024-02-19,2024-03-18,fulfilled
900,FUE-500,Supplier A,NY,197,5760,2024-02-04,2024-02-23,2024-03-05,fulfilled
901,ENG-100,Supplier D,IL,196,4256,2024-02-07,2024-03-19,2024-04-13,fulfilled
902,TRN-100,Supplier E,NY,201,2716,2024-02-14,2024-03-21,2024-04-14,fulfilled
903,HYD-100,Supplier E,TX,189,950.6,2024-02-26,2024-03-21,2024-03-31,fulfilled
904,FAX-100,Supplier D,CA,203,1064,2024-02-24,2024-03-20,2024-04-13,fulfilled
905,RAX-100,Supplier D,NY,188,1330,2024-02-28,2024-03-24,2024-04-14,fulfilled
906,CAB-100,Supplier C,IL,200,1940.4,2024-02-19,2024-03-21,2024-04-10,fulfilled
907,ECU-100,Supplier C,NY,215,415.8,2024-02-26,2024-03-18,2024-03-19,fulfilled
908,TIR-100,Supplier B,CA,212,749,2024-03-05,2024-03-19,2024-03-22,fulfilled
909,PTO-100,Supplier D,IL,183,532,2024-02-24,2024-03-19,2024-04-07,fulfilled
910,FUE-100,Supplier A,NY,196,336,2024-02-29,2024-03-19,2024-04-06,fulfilled
911,ENG-200,Supplier A,IL,179,9280,2024-02-21,2024-03-27,2024-03-29,fulfilled
912,TRN-200,Supplier B,NY,178,6206,2024-02-21,2024-03-22,2024-03-26,fulfilled
913,HYD-200,Supplier E,CA,181,1969.1,2024-02-22,2024-03-17,2024-04-02,fulfilled
914,FAX-200,Supplier D,NY,192,2204,2024-03-01,2024-03-26,2024-04-08,fulfilled
915,RAX-200,Supplier B,IL,186,3103,2024-02-27,2024-03-26,2024-03-30,fulfilled
916,CAB-200,Supplier C,CA,188,4019.4,2024-02-16,2024-03-18,2024-03-27,fulfilled
917,ECU-200,Supplier A,FL,178,870,2024-03-02,2024-03-20,2024-04-16,fulfilled
918,TIR-200,Supplier B,TX,184,1551.5,2024-03-13,2024-03-27,2024-04-07,fulfilled
919,PTO-200,Supplier D,CA,165,1102,2024-02-22,2024-03-17,2024-04-08,fulfilled
920,FUE-200,Supplier E,IL,188,675.12,2024-03-10,2024-03-26,2024-03-26,fulfilled
921,ENG-300,Supplier A,TX,163,23200,2024-02-13,2024-03-19,2024-04-05,fulfilled
922,TRN-300,Supplier B,IL,150,15515,2024-02-19,2024-03-20,2024-03-30,fulfilled
923,HYD-300,Supplier E,NY,163,4922.75,2024-02-24,2024-03-19,2024-04-02,fulfilled
924,FAX-300,Supplier D,TX,168,5510,2024-02-28,2024-03-24,2024-04-13,fulfilled
925,RAX-300,Supplier B,TX,152,7757.5,2024-02-18,2024-03-17,2024-03-24,fulfilled
926,CAB-300,Supplier E,IL,152,9845.5,2024-02-20,2024-03-19,2024-04-12,fulfilled
927,ECU-300,Supplier C,TX,158,2153.25,2024-03-03,2024-03-24,2024-04-07,fulfilled
928,TIR-300,Supplier D,NY,156,3443.75,2024-03-02,2024-03-19,2024-04-16,fulfilled
929,PTO-300,Supplier C,IL,144,2871,2024-02-26,2024-03-18,2024-04-13,fulfilled
930,FUE-300,Supplier E,IL,152,1687.8,2024-03-07,2024-03-23,2024-04-17,fulfilled
931,ENG-400,Supplier B,FL,210,45368,2024-02-12,2024-03-21,2024-03-31,fulfilled
932,TRN-400,Supplier E,TX,207,25705,2024-02-17,2024-03-24,2024-04-03,fulfilled
933,HYD-400,Supplier E,IL,203,8996.75,2024-02-23,2024-03-18,2024-03-20,fulfilled
934,FAX-400,Supplier A,CA,200,10600,2024-02-28,2024-03-27,2024-04-08,fulfilled
935,RAX-400,Supplier D,NY,210,12587.5,2024-02-28,2024-03-24,2024-03-25,fulfilled
936,CAB-400,Supplier C,CA,190,18364.5,2024-02-16,2024-03-18,2024-04-15,fulfilled
937,ECU-400,Supplier E,CA,204,3855.75,2024-03-01,2024-03-25,2024-03-25,fulfilled
938,TIR-400,Supplier B,CA,188,7088.75,2024-03-06,2024-03-20,2024-04-05,fulfilled
939,PTO-400,Supplier C,IL,216,5247,2024-02-29,2024-03-21,2024-03-21,fulfilled
940,FUE-400,Supplier E,IL,231,3084.6,2024-03-05,2024-03-21,2024-04-17,fulfilled
941,ENG-500,Supplier A,FL,175,76800,2024-02-15,2024-03-21,2024-04-10,fulfilled
942,TRN-500,Supplier E,IL,169,46560,2024-02-19,2024-03-26,2024-04-06,fulfilled
943,HYD-500,Supplier A,CA,187,16800,2024-02-29,2024-03-27,2024-03-27,fulfilled
944,FAX-500,Supplier A,TX,184,19200,2024-02-21,2024-03-20,2024-03-24,fulfilled
945,RAX-500,Supplier B,TX,170,25680,2024-02-28,2024-03-27,2024-04-03,fulfilled
946,CAB-500,Supplier E,IL,168,32592,2024-02-20,2024-03-19,2024-03-31,fulfilled
947,ECU-500,Supplier A,IL,192,7200,2024-03-02,2024-03-20,2024-04-07,fulfilled
948,TIR-500,Supplier D,CA,183,11400,2024-03-09,2024-03-26,2024-04-03,fulfilled
949,PTO-500,Supplier C,IL,185,9504,2024-02-27,2024-03-19,2024-04-13,fulfilled
950,FUE-500,Supplier E,NY,193,5587.2,2024-03-05,2024-03-21,2024-04-14,fulfilled
951,ENG-100,Supplier B,FL,159,4793.6,2024-03-14,2024-04-21,2024-05-05,fulfilled
952,TRN-100,Supplier B,CA,137,2996,2024-03-19,2024-04-18,2024-04-26,fulfilled
953,HYD-100,Supplier A,NY,166,980,2024-03-23,2024-04-19,2024-05-07,fulfilled
954,FAX-100,Supplier D,TX,149,1064,2024-03-26,2024-04-20,2024-05-11,fulfilled
955,RAX-100,Supplier D,FL,145,1330,2024-03-23,2024-04-17,2024-05-12,fulfilled
956,CAB-100,Supplier E,NY,157,1901.2,2024-03-22,2024-04-19,2024-05-16,fulfilled
957,ECU-100,Supplier C,IL,152,415.8,2024-04-01,2024-04-22,2024-05-11,fulfilled
958,TIR-100,Supplier B,CA,149,749,2024-04-05,2024-04-19,2024-05-02,fulfilled
959,PTO-100,Supplier C,FL,155,554.4,2024-03-27,2024-04-17,2024-05-01,fulfilled
960,FUE-100,Supplier E,CA,169,325.92,2024-04-10,2024-04-26,2024-05-11,fulfilled
961,ENG-200,Supplier B,CA,141,9929.6,2024-03-14,2024-04-21,2024-05-02,fulfilled
962,TRN-200,Supplier B,IL,124,6206,2024-03-17,2024-04-16,2024-05-03,fulfilled
963,HYD-200,Supplier E,CA,135,1969.1,2024-03-28,2024-04-21,2024-04-23,fulfilled
964,FAX-200,Supplier A,IL,129,2320,2024-03-26,2024-04-23,2024-05-09,fulfilled
965,RAX-200,Supplier B,FL,144,3103,2024-03-23,2024-04-20,2024-04-22,fulfilled
966,CAB-200,Supplier C,CA,137,4019.4,2024-03-26,2024-04-26,2024-05-23,fulfilled
967,ECU-200,Supplier C,TX,140,861.3,2024-03-29,2024-04-19,2024-04-25,fulfilled
968,TIR-200,Supplier B,NY,142,1551.5,2024-04-08,2024-04-22,2024-04-25,fulfilled
969,PTO-200,Supplier C,CA,134,1148.4,2024-04-05,2024-04-26,2024-05-08,fulfilled
970,FUE-200,Supplier A,NY,151,696,2024-04-06,2024-04-25,2024-05-14,fulfilled
971,ENG-300,Supplier B,TX,198,24824,2024-03-19,2024-04-26,2024-05-10,fulfilled
972,TRN-300,Supplier B,CA,188,15515,2024-03-24,2024-04-23,2024-05-10,fulfilled
973,HYD-300,Supplier C,TX,190,5024.25,2024-03-27,2024-04-17,2024-04-22,fulfilled
974,FAX-300,Supplier D,CA,193,5510,2024-03-24,2024-04-18,2024-05-13,fulfilled
975,RAX-300,Supplier D,IL,206,6887.5,2024-03-30,2024-04-24,2024-05-11,fulfilled
976,CAB-300,Supplier C,IL,204,10048.5,2024-03-18,2024-04-18,2024-05-02,fulfilled
977,ECU-300,Supplier A,IL,189,2175,2024-04-04,2024-04-22,2024-05-06,fulfilled
978,TIR-300,Supplier D,FL,204,3443.75,2024-03-31,2024-04-17,2024-04-21,fulfilled
979,PTO-300,Supplier C,FL,219,2871,2024-03-26,2024-04-16,2024-04-19,fulfilled
980,FUE-300,Supplier B,NY,172,1861.8,2024-03-25,2024-04-16,2024-04-24,fulfilled
981,ENG-400,Supplier A,TX,213,42400,2024-03-15,2024-04-19,2024-05-16,fulfilled
982,TRN-400,Supplier B,NY,217,28355,2024-03-24,2024-04-23,2024-05-10,fulfilled
983,HYD-400,Supplier A,NY,215,9275,2024-03-28,2024-04-24,2024-05-17,fulfilled
984,FAX-400,Supplier A,NY,229,10600,2024-03-26,2024-04-23,2024-05-14,fulfilled
985,RAX-400,Supplier B,CA,198,14177.5,2024-03-21,2024-04-18,2024-05-02,fulfilled
986,CAB-400,Supplier C,CA,228,18364.5,2024-03-23,2024-04-23,2024-04-23,fulfilled
987,ECU-400,Supplier A,FL,213,3975,2024-03-31,2024-04-18,2024-05-06,fulfilled
988,TIR-400,Supplier B,FL,204,7088.75,2024-04-10,2024-04-24,2024-05-07,fulfilled
989,PTO-400,Supplier D,CA,185,5035,2024-03-30,2024-04-23,2024-05-07,fulfilled
990,FUE-400,Supplier E,TX,230,3084.6,2024-04-04,2024-04-20,2024-05-05,fulfilled
991,ENG-500,Supplier A,FL,150,76800,2024-03-13,2024-04-17,2024-05-05,fulfilled
992,TRN-500,Supplier B,NY,144,51360,2024-03-25,2024-04-24,2024-05-01,fulfilled
993,HYD-500,Supplier E,IL,146,16296,2024-03-24,2024-04-17,2024-04-26,fulfilled
994,FAX-500,Supplier A,FL,142,19200,2024-03-26,2024-04-23,2024-04-24,fulfilled
995,RAX-500,Supplier D,NY,142,22800,2024-03-29,2024-04-23,2024-05-03,fulfilled
996,CAB-500,Supplier C,FL,141,33264,2024-03-17,2024-04-17,2024-04-20,fulfilled
997,ECU-500,Supplier E,NY,132,6984,2024-04-02,2024-04-26,2024-05-14,fulfilled
998,TIR-500,Supplier B,NY,149,12840,2024-04-12,2024-04-26,2024-05-10,fulfilled
999,PTO-500,Supplier D,IL,135,9120,2024-03-26,2024-04-19,2024-05-13,fulfilled
1000,FUE-500,Supplier E,FL,135,5587.2,2024-04-03,2024-04-19,2024-04-21,fulfilled
1001,ENG-100,Supplier A,TX,88,4480,2024-04-20,2024-05-25,2024-06-20,fulfilled
1002,TRN-100,Supplier B,CA,85,2996,2024-04-18,2024-05-18,2024-06-04,fulfilled
1003,HYD-100,Supplier C,TX,92,970.2,2024-05-01,2024-05-22,2024-05-24,fulfilled
1004,FAX-100,Supplier D,CA,96,1064,2024-04-27,2024-05-22,2024-06-18,fulfilled
1005,RAX-100,Supplier D,CA,92,1330,2024-05-02,2024-05-27,2024-06-18,fulfilled
1006,CAB-100,Supplier C,FL,85,1940.4,2024-04-16,2024-05-17,2024-05-27,fulfilled
1007,ECU-100,Supplier A,IL,84,420,2024-04-29,2024-05-17,2024-06-12,fulfilled
1008,TIR-100,Supplier B,IL,95,749,2024-05-12,2024-05-26,2024-05-28,fulfilled
1009,PTO-100,Supplier C,IL,88,554.4,2024-04-27,2024-05-18,2024-05-24,fulfilled
1010,FUE-100,Supplier B,TX,92,359.52,2024-04-26,2024-05-18,2024-05-29,fulfilled
1011,ENG-200,Supplier A,TX,117,9280,2024-04-19,2024-05-24,2024-06-06,fulfilled
1012,TRN-200,Supplier C,IL,136,5742,2024-04-23,2024-05-26,2024-06-18,fulfilled
1013,HYD-200,Supplier C,CA,116,2009.7,2024-04-27,2024-05-18,2024-06-14,fulfilled
1014,FAX-200,Supplier A,TX,125,2320,2024-04-27,2024-05-25,2024-06-08,fulfilled
1015,RAX-200,Supplier D,CA,126,2755,2024-04-26,2024-05-21,2024-06-03,fulfilled
1016,CAB-200,Supplier E,NY,115,3938.2,2024-04-26,2024-05-24,2024-06-03,fulfilled
1017,ECU-200,Supplier A,TX,117,870,2024-05-08,2024-05-26,2024-06-15,fulfilled
1018,TIR-200,Supplier B,TX,107,1551.5,2024-05-10,2024-05-24,2024-05-31,fulfilled
1019,PTO-200,Supplier C,FL,110,1148.4,2024-05-01,2024-05-22,2024-06-10,fulfilled
1020,FUE-200,Supplier E,IL,109,675.12,2024-05-08,2024-05-24,2024-06-21,fulfilled
1021,ENG-300,Supplier B,CA,123,24824,2024-04-16,2024-05-24,2024-05-25,fulfilled
1022,TRN-300,Supplier C,TX,119,14355,2024-04-21,2024-05-24,2024-06-03,fulfilled
1023,HYD-300,Supplier C,CA,107,5024.25,2024-05-05,2024-05-26,2024-06-07,fulfilled
1024,FAX-300,Supplier D,CA,113,5510,2024-04-27,2024-05-22,2024-06-16,fulfilled
1025,RAX-300,Supplier D,FL,113,6887.5,2024-04-30,2024-05-25,2024-06-22,fulfilled
1026,CAB-300,Supplier C,TX,115,10048.5,2024-04-23,2024-05-24,2024-05-31,fulfilled
1027,ECU-300,Supplier A,FL,117,2175,2024-04-30,2024-05-18,2024-05-31,fulfilled
1028,TIR-300,Supplier D,FL,117,3443.75,2024-05-02,2024-05-19,2024-06-12,fulfilled
1029,PTO-300,Supplier C,TX,116,2871,2024-05-01,2024-05-22,2024-06-05,fulfilled
1030,FUE-300,Supplier E,NY,101,1687.8,2024-05-08,2024-05-24,2024-06-01,fulfilled
1031,ENG-400,Supplier B,IL,82,45368,2024-04-16,2024-05-24,2024-05-27,fulfilled
1032,TRN-400,Supplier C,NY,97,26235,2024-04-20,2024-05-23,2024-05-30,fulfilled
1033,HYD-400,Supplier C,TX,84,9182.25,2024-05-05,2024-05-26,2024-06-24,fulfilled
1034,FAX-400,Supplier D,IL,88,10070,2024-04-23,2024-05-18,2024-05-25,fulfilled
1035,RAX-400,Supplier B,NY,80,14177.5,2024-04-23,2024-05-21,2024-06-02,fulfilled
1036,CAB-400,Supplier E,NY,89,17993.5,2024-04-19,2024-05-17,2024-05-27,fulfilled
1037,ECU-400,Supplier A,IL,84,3975,2024-05-01,2024-05-19,2024-06-12,fulfilled
1038,TIR-400,Supplier D,FL,82,6293.75,2024-05-10,2024-05-27,2024-06-10,fulfilled
1039,PTO-400,Supplier C,NY,82,5247,2024-04-26,2024-05-17,2024-05-26,fulfilled
1040,FUE-400,Supplier E,IL,83,3084.6,2024-05-05,2024-05-21,2024-06-12,fulfilled
1041,ENG-500,Supplier B,CA,131,82176,2024-04-14,2024-05-22,2024-06-05,fulfilled
1042,TRN-500,Supplier B,NY,142,51360,2024-04-19,2024-05-19,2024-05-22,fulfilled
1043,HYD-500,Supplier C,IL,140,16632,2024-04-28,2024-05-19,2024-05-21,fulfilled
1044,FAX-500,Supplier D,FL,145,18240,2024-04-23,2024-05-18,2024-05-23,fulfilled
1045,RAX-500,Supplier D,NY,137,22800,2024-04-27,2024-05-22,2024-06-13,fulfilled
1046,CAB-500,Supplier E,NY,148,32592,2024-04-28,2024-05-26,2024-06-13,fulfilled
1047,ECU-500,Supplier A,TX,142,7200,2024-05-08,2024-05-26,2024-06-15,fulfilled
1048,TIR-500,Supplier B,IL,136,12840,2024-05-13,2024-05-27,2024-06-07,fulfilled
1049,PTO-500,Supplier C,NY,135,9504,2024-05-05,2024-05-26,2024-06-07,fulfilled
1050,FUE-500,Supplier E,CA,139,5587.2,2024-05-04,2024-05-20,2024-06-07,fulfilled
1051,ENG-100,Supplier A,TX,107,4480,2024-05-17,2024-06-21,2024-07-19,fulfilled
1052,TRN-100,Supplier B,NY,110,2996,2024-05-24,2024-06-23,2024-07-04,fulfilled
1053,HYD-100,Supplier C,IL,111,970.2,2024-06-05,2024-06-26,2024-07-15,fulfilled
1054,FAX-100,Supplier D,TX,118,1064,2024-05-24,2024-06-18,2024-06-30,fulfilled
1055,RAX-100,Supplier D,NY,106,1330,2024-05-26,2024-06-20,2024-07-16,fulfilled
1056,CAB-100,Supplier E,CA,106,1901.2,2024-05-29,2024-06-26,2024-07-22,fulfilled
1057,ECU-100,Supplier A,FL,106,420,2024-05-29,2024-06-16,2024-07-10,fulfilled
1058,TIR-100,Supplier B,IL,118,749,2024-06-05,2024-06-19,2024-06-23,fulfilled
1059,PTO-100,Supplier C,IL,117,554.4,2024-06-03,2024-06-24,2024-06-30,fulfilled
1060,FUE-100,Supplier E,IL,108,325.92,2024-06-01,2024-06-17,2024-07-10,fulfilled
1061,ENG-200,Supplier B,CA,126,9929.6,2024-05-16,2024-06-23,2024-06-30,fulfilled
1062,TRN-200,Supplier B,IL,127,6206,2024-05-22,2024-06-21,2024-07-06,fulfilled
1063,HYD-200,Supplier E,CA,126,1969.1,2024-06-01,2024-06-25,2024-07-15,fulfilled
1064,FAX-200,Supplier A,CA,124,2320,2024-05-19,2024-06-16,2024-06-26,fulfilled
1065,RAX-200,Supplier D,CA,128,2755,2024-05-23,2024-06-17,2024-07-10,fulfilled
1066,CAB-200,Supplier E,TX,136,3938.2,2024-05-28,2024-06-25,2024-07-12,fulfilled
1067,ECU-200,Supplier A,CA,125,870,2024-06-06,2024-06-24,2024-07-02,fulfilled
1068,TIR-200,Supplier B,NY,126,1551.5,2024-06-04,2024-06-18,2024-07-04,fulfilled
1069,PTO-200,Supplier C,CA,127,1148.4,2024-05-29,2024-06-19,2024-06-23,fulfilled
1070,FUE-200,Supplier A,NY,120,696,2024-05-28,2024-06-16,2024-07-14,fulfilled
1071,ENG-300,Supplier A,FL,127,23200,2024-05-17,2024-06-21,2024-07-06,fulfilled
1072,TRN-300,Supplier B,CA,127,15515,2024-05-18,2024-06-17,2024-06-28,fulfilled
1073,HYD-300,Supplier E,IL,130,4922.75,2024-06-01,2024-06-25,2024-06-28,fulfilled
1074,FAX-300,Supplier D,IL,127,5510,2024-05-31,2024-06-25,2024-07-04,fulfilled
1075,RAX-300,Supplier B,IL,142,7757.5,2024-05-20,2024-06-17,2024-07-01,fulfilled
1076,CAB-300,Supplier E,IL,131,9845.5,2024-05-27,2024-06-24,2024-07-18,fulfilled
1077,ECU-300,Supplier C,TX,136,2153.25,2024-06-01,2024-06-22,2024-06-25,fulfilled
1078,TIR-300,Supplier D,NY,132,3443.75,2024-05-31,2024-06-17,2024-07-01,fulfilled
1079,PTO-300,Supplier D,NY,138,2755,2024-05-31,2024-06-24,2024-06-24,fulfilled
1080,FUE-300,Supplier E,NY,122,1687.8,2024-06-08,2024-06-24,2024-07-10,fulfilled
1081,ENG-400,Supplier A,CA,100,42400,2024-05-20,2024-06-24,2024-07-19,fulfilled
1082,TRN-400,Supplier E,FL,113,25705,2024-05-21,2024-06-26,2024-06-26,fulfilled
1083,HYD-400,Supplier C,NY,116,9182.25,2024-05-26,2024-06-16,2024-07-04,fulfilled
1084,FAX-400,Supplier D,FL,100,10070,2024-05-25,2024-06-19,2024-07-13,fulfilled
1085,RAX-400,Supplier D,FL,108,12587.5,2024-05-22,2024-06-16,2024-07-04,fulfilled
1086,CAB-400,Supplier C,IL,114,18364.5,2024-05-16,2024-06-16,2024-06-17,fulfilled
1087,ECU-400,Supplier A,TX,102,3975,2024-06-07,2024-06-25,2024-07-09,fulfilled
1088,TIR-400,Supplier B,IL,115,7088.75,2024-06-08,2024-06-22,2024-06-23,fulfilled
1089,PTO-400,Supplier D,NY,105,5035,2024-05-25,2024-06-18,2024-07-14,fulfilled
1090,FUE-400,Supplier E,NY,110,3084.6,2024-06-01,2024-06-17,2024-06-26,fulfilled
1091,ENG-500,Supplier A,NY,90,76800,2024-05-13,2024-06-17,2024-07-15,fulfilled
1092,TRN-500,Supplier C,TX,93,47520,2024-05-17,2024-06-19,2024-06-23,fulfilled
1093,HYD-500,Supplier C,NY,90,16632,2024-06-04,2024-06-25,2024-06-28,fulfilled
1094,FAX-500,Supplier A,IL,94,19200,2024-05-25,2024-06-22,2024-07-04,fulfilled
1095,RAX-500,Supplier D,CA,92,22800,2024-05-28,2024-06-22,2024-06-23,fulfilled
1096,CAB-500,Supplier C,NY,97,33264,2024-05-18,2024-06-18,2024-06-20,fulfilled
1097,ECU-500,Supplier C,NY,94,7128,2024-05-27,2024-06-17,2024-07-03,fulfilled
1098,TIR-500,Supplier B,NY,101,12840,2024-06-11,2024-06-25,2024-06-27,fulfilled
1099,PTO-500,Supplier C,TX,85,9504,2024-05-29,2024-06-19,2024-07-11,fulfilled
1100,FUE-500,Supplier A,TX,93,5760,2024-06-06,2024-06-25,2024-06-29,fulfilled
1101,ENG-100,Supplier B,IL,103,4793.6,2024-06-14,2024-07-22,2024-07-26,fulfilled
1102,TRN-100,Supplier C,FL,95,2772,2024-06-18,2024-07-21,2024-08-17,fulfilled
1103,HYD-100,Supplier E,CA,99,950.6,2024-06-24,2024-07-18,2024-07-20,fulfilled
1104,FAX-100,Supplier D,IL,105,1064,2024-07-01,2024-07-26,2024-08-24,fulfilled
1105,RAX-100,Supplier D,CA,115,1330,2024-06-23,2024-07-18,2024-08-14,fulfilled
1106,CAB-100,Supplier C,TX,105,1940.4,2024-06-17,2024-07-18,2024-07-27,fulfilled
1107,ECU-100,Supplier C,IL,107,415.8,2024-07-04,2024-07-25,2024-08-08,fulfilled
1108,TIR-100,Supplier B,NY,104,749,2024-07-05,2024-07-19,2024-07-29,fulfilled
1109,PTO-100,Supplier D,TX,109,532,2024-06-25,2024-07-19,2024-08-16,fulfilled
1110,FUE-100,Supplier A,CA,108,336,2024-07-01,2024-07-20,2024-08-03,fulfilled
1111,ENG-200,Supplier B,CA,128,9929.6,2024-06-17,2024-07-25,2024-07-27,fulfilled
1112,TRN-200,Supplier B,FL,122,6206,2024-06-22,2024-07-22,2024-07-24,fulfilled
1113,HYD-200,Supplier C,FL,116,2009.7,2024-07-06,2024-07-27,2024-08-12,fulfilled
1114,FAX-200,Supplier D,FL,103,2204,2024-06-29,2024-07-24,2024-08-04,fulfilled
1115,RAX-200,Supplier B,NY,110,3103,2024-06-29,2024-07-27,2024-08-04,fulfilled
1116,CAB-200,Supplier C,FL,110,4019.4,2024-06-23,2024-07-24,2024-08-21,fulfilled
1117,ECU-200,Supplier C,NY,109,861.3,2024-06-28,2024-07-19,2024-07-24,fulfilled
1118,TIR-200,Supplier D,TX,114,1377.5,2024-07-09,2024-07-26,2024-08-21,fulfilled
1119,PTO-200,Supplier C,IL,119,1148.4,2024-06-27,2024-07-18,2024-07-21,fulfilled
1120,FUE-200,Supplier A,IL,112,696,2024-07-07,2024-07-26,2024-08-02,fulfilled
1121,ENG-300,Supplier A,NY,160,23200,2024-06-19,2024-07-24,2024-08-09,fulfilled
1122,TRN-300,Supplier C,TX,143,14355,2024-06-22,2024-07-25,2024-07-28,fulfilled
1123,HYD-300,Supplier E,FL,134,4922.75,2024-07-01,2024-07-25,2024-08-04,fulfilled
1124,FAX-300,Supplier A,NY,157,5800,2024-06-20,2024-07-18,2024-07-22,fulfilled
1125,RAX-300,Supplier D,NY,143,6887.5,2024-07-02,2024-07-27,2024-07-31,fulfilled
1126,CAB-300,Supplier C,TX,154,10048.5,2024-06-23,2024-07-24,2024-08-14,fulfilled
1127,ECU-300,Supplier A,IL,153,2175,2024-07-05,2024-07-23,2024-07-28,fulfilled
1128,TIR-300,Supplier B,NY,139,3878.75,2024-07-13,2024-07-27,2024-08-11,fulfilled
1129,PTO-300,Supplier C,IL,143,2871,2024-07-01,2024-07-22,2024-08-06,fulfilled
1130,FUE-300,Supplier A,TX,154,1740,2024-06-29,2024-07-18,2024-08-03,fulfilled
1131,ENG-400,Supplier B,NY,164,45368,2024-06-15,2024-07-23,2024-08-01,fulfilled
1132,TRN-400,Supplier E,CA,172,25705,2024-06-14,2024-07-20,2024-08-11,fulfilled
1133,HYD-400,Supplier E,TX,153,8996.75,2024-06-27,2024-07-21,2024-07-30,fulfilled
1134,FAX-400,Supplier A,CA,157,10600,2024-06-25,2024-07-23,2024-08-06,fulfilled
1135,RAX-400,Supplier B,CA,165,14177.5,2024-06-28,2024-07-26,2024-07-28,fulfilled
1136,CAB-400,Supplier E,FL,179,17993.5,2024-06-27,2024-07-25,2024-08-22,fulfilled
1137,ECU-400,Supplier C,FL,173,3935.25,2024-07-02,2024-07-23,2024-07-28,fulfilled
1138,TIR-400,Supplier B,FL,158,7088.75,2024-07-06,2024-07-20,2024-07-28,fulfilled
